Date,Open,High,Low,Close,Adj Close,Volume
2022-03-03,153.531494,153.929001,146.856003,147.898499,147.898499,65198000
2022-03-04,147.158997,147.850006,143.807007,145.641006,145.641006,60934000
2022-03-07,145.443497,146.094498,137.416504,137.453003,137.453003,86934000
2022-03-08,136.683502,140.699493,133.572495,136.014496,136.014496,91662000
2022-03-09,139.500000,140.250000,136.828003,139.279007,139.279007,82656000
2022-03-10,145.684998,148.674500,143.977997,146.817505,146.817505,135062000
2022-03-11,149.574493,149.675003,145.369003,145.524506,145.524506,68900000
2022-03-14,145.981003,147.449997,140.884003,141.852997,141.852997,74086000
2022-03-15,142.850006,147.985001,142.000000,147.366501,147.366501,75584000
2022-03-16,148.500000,153.149994,147.353500,153.104004,153.104004,84958000
2022-03-17,152.640503,157.498505,152.139999,157.238998,157.238998,72934000
2022-03-18,156.813004,161.593994,156.011002,161.250504,161.250504,102962000
2022-03-21,161.121002,163.084000,159.552994,161.491501,161.491501,66538000
2022-03-22,161.805496,166.167007,161.699005,164.889008,164.889008,64086000
2022-03-23,163.705002,166.369995,162.686996,163.408005,163.408005,55812000
2022-03-24,163.749496,164.118500,160.050003,163.649506,163.649506,56798000
2022-03-25,164.000000,165.368500,162.250000,164.773499,164.773499,49032000
2022-03-28,164.975006,169.037506,164.899994,168.990494,168.990494,59854000
2022-03-29,170.384003,170.831497,167.868500,169.315002,169.315002,66154000
2022-03-30,168.509506,168.950500,165.500000,166.300995,166.300995,56168000
2022-03-31,166.445007,166.494995,162.953506,162.997498,162.997498,59966000
2022-04-01,164.149506,165.826996,162.319504,163.559998,163.559998,57090000
2022-04-04,164.125000,168.394501,163.205505,168.346497,168.346497,49882000
2022-04-05,167.741501,168.110504,163.266006,164.054993,164.054993,53728000
2022-04-06,161.650497,162.199997,157.254501,158.755997,158.755997,79056000
2022-04-07,158.399994,160.078995,154.511505,157.784500,157.784500,68136000
2022-04-08,156.750000,157.368500,154.231003,154.460495,154.460495,46002000
2022-04-11,152.712997,154.136505,150.534500,151.121994,151.121994,52112000
2022-04-12,153.692505,155.098999,150.382996,150.787506,150.787506,55178000
2022-04-13,150.018494,156.024994,149.600006,155.541000,155.541000,53390000
2022-04-14,155.389999,155.897003,151.472000,151.706497,151.706497,51598000
2022-04-18,151.523499,154.039505,150.250504,152.785004,152.785004,46514000
2022-04-19,152.029495,158.649002,151.550507,158.115494,158.115494,54926000
2022-04-20,157.602493,157.602493,153.603500,153.998001,153.998001,59630000
2022-04-21,154.714005,156.738007,147.589493,148.296005,148.296005,63970000
2022-04-22,148.250000,149.615005,143.697495,144.350006,144.350006,73078000
2022-04-25,144.022995,146.221497,142.306503,146.074005,146.074005,61874000
2022-04-26,144.800003,144.856003,138.929504,139.391006,139.391006,77530000
2022-04-27,140.191498,141.948502,135.783493,138.167007,138.167007,71336000
2022-04-28,142.177994,145.937500,140.300003,144.596497,144.596497,117316000
2022-04-29,129.848999,130.761002,121.625000,124.281502,124.281502,272662000
2022-05-02,122.401001,124.667999,118.375000,124.500000,124.500000,148788000
2022-05-03,124.053497,126.220497,122.824997,124.253502,124.253502,79134000
2022-05-04,123.599998,126.000000,119.182999,125.928497,125.928497,110746000
2022-05-05,123.000000,123.499001,115.072502,116.406998,116.406998,144392000
2022-05-06,114.849998,119.050499,113.081497,114.772499,114.772499,124260000
2022-05-09,111.312500,114.000000,107.957001,108.789001,108.789001,128124000
2022-05-10,111.250000,112.642502,107.170998,108.859001,108.859001,105434000
2022-05-11,108.103500,110.155998,104.428497,105.372002,105.372002,109704000
2022-05-12,102.750000,110.780502,102.405502,106.930496,106.930496,132026000
2022-05-13,109.069000,113.183998,107.800003,113.055000,113.055000,93684000
2022-05-16,113.099998,113.992500,110.353996,110.810501,110.810501,74566000
2022-05-17,113.275002,115.800003,111.276497,115.368500,115.368500,76448000
2022-05-18,111.439499,112.852997,106.249001,107.112503,107.112503,108380000
2022-05-19,106.280502,110.033997,106.193001,107.319000,107.319000,88142000
2022-05-20,109.568497,109.898003,105.009499,107.591003,107.591003,99500000
2022-05-23,108.460999,108.819000,103.949997,107.556999,107.556999,107798000
2022-05-24,104.025002,105.400002,101.260002,104.099998,104.099998,102934000
2022-05-25,103.655502,108.175003,103.650002,106.775002,106.775002,93120000
2022-05-26,107.970001,112.665497,107.453499,111.077499,111.077499,93002000
2022-05-27,113.550003,115.186996,112.627998,115.146500,115.146500,93660000
2022-05-31,116.279999,121.994499,115.675003,120.209503,120.209503,144634000
2022-06-01,122.255997,125.179001,120.622498,121.683998,121.683998,127528000
2022-06-02,121.683998,125.610001,120.044998,125.511002,125.511002,100560000
2022-06-03,124.199997,124.400002,121.046501,122.349998,122.349998,97604000
2022-06-06,125.250000,128.990005,123.809998,124.790001,124.790001,135269000
2022-06-07,122.010002,124.099998,120.629997,123.000000,123.000000,85156700
2022-06-08,122.610001,123.750000,120.750000,121.180000,121.180000,64926600
2022-06-09,119.989998,121.300003,116.099998,116.150002,116.150002,67029800
2022-06-10,113.419998,114.500000,109.050003,109.650002,109.650002,87266000
2022-06-13,104.190002,106.540001,101.860001,103.669998,103.669998,99277700
2022-06-14,104.190002,104.879997,101.430000,102.309998,102.309998,69728800
2022-06-15,103.860001,109.059998,103.529999,107.669998,107.669998,85011100
2022-06-16,104.470001,104.580002,102.010002,103.660004,103.660004,82186300
2022-06-17,102.800003,106.980003,102.510002,106.220001,106.220001,99772100
2022-06-21,108.199997,111.629997,103.559998,108.680000,108.680000,70901200
2022-06-22,107.430000,112.129997,107.019997,108.949997,108.949997,60040100
2022-06-23,110.389999,113.000000,107.930000,112.440002,112.440002,64345300
2022-06-24,112.379997,116.709999,111.430000,116.459999,116.459999,69867600
2022-06-27,117.089996,117.980003,112.699997,113.220001,113.220001,62133200
2022-06-28,113.500000,114.849998,107.040001,107.400002,107.400002,74942900
2022-06-29,107.379997,110.989998,106.910004,108.919998,108.919998,66375300
2022-06-30,108.110001,108.180000,102.519997,106.209999,106.209999,97679400
2022-07-01,106.290001,109.750000,105.849998,109.559998,109.559998,73021200
2022-07-05,107.599998,114.080002,106.320000,113.500000,113.500000,76583700
2022-07-06,113.209999,115.480003,112.010002,114.330002,114.330002,66958900
2022-07-07,113.849998,116.989998,113.489998,116.330002,116.330002,57872300
2022-07-08,114.599998,116.580002,113.690002,115.540001,115.540001,45719700
2022-07-11,114.080002,114.300003,110.870003,111.750000,111.750000,53487600
2022-07-12,112.160004,113.230003,108.339996,109.220001,109.220001,54280300
2022-07-13,107.029999,111.779999,106.010002,110.400002,110.400002,61353800
2022-07-14,110.239998,111.180000,107.580002,110.629997,110.629997,51163100
